State,StateName,DistrictName,Phone,Website,Address,City,StateAbbr,Zip,NCES_ID,Type,LowestGrade,HighestGrade,Superintendent
MI,MICHIGAN,Chassell Township School District,(906)483-2132,http://www.chassellschools.org,41585 US HIGHWAY 41,CHASSELL,MI,49916,2608880,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Cheboygan Area Schools,(231)627-4436,http://www.chebschools.org,7461 N STRAITS HWY,CHEBOYGAN,MI,49721,2608910,Regular public school district that is not a component of a supervisory union,KG,12,
MI,MICHIGAN,Chelsea School District,(734)433-2208,http://chelseaschools.org,500 WASHINGTON ST,CHELSEA,MI,48118,2608940,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Chesaning Union Schools,(989)845-7020,http://www.chesaningschools.net,850 N 4TH ST,CHESANING,MI,48616,2609150,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Chippewa Hills School District,(989)967-2000,http://www.chsd.us,3226 ARTHUR RD,REMUS,MI,49340,2609560,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Chippewa Valley Schools,(586)723-2004,http://www.chippewavalleyschools.org/,19120 CASS AVE,CLINTON TOWNSHIP,MI,48038,2609570,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Clare Public Schools,(989)386-9945,http://clare.k12.mi.us,201 E STATE ST,CLARE,MI,48617,2609750,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Clarenceville School District,(248)919-0400,http://www.clarencevilleschools.org,20210 MIDDLEBELT RD,LIVONIA,MI,48152,2609840,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Clarkston Community School District,(248)623-5408,http://www.clarkston.k12.mi.us,6389 CLARKSTON RD,CLARKSTON,MI,48346,2609900,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Clawson Public Schools,(248)632-3341,http://www.clawsonschools.org,626 PHILLIPS AVE,CLAWSON,MI,48017,2609930,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Climax-Scotts Community Schools,(269)746-2400,http://www.csschools.net,372 S MAIN ST,CLIMAX,MI,49034,2610020,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Clinton Community Schools,(517)456-6501,http://miclintonschools.org,340 E MICHIGAN AVE,CLINTON,MI,49236,2610050,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Clintondale Community Schools,(586)791-6300,http://www.clintondaleschools.net,35100 LITTLE MACK AVE,CLINTON TOWNSHIP,MI,48035,2610080,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Clio Area School District,(810)591-7490,http://www.clioschools.org,1 MUSTANG DR,CLIO,MI,48420,2610110,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Coldwater Community Schools,(517)279-5910,http://www.coldwaterschools.org,401 SAUK RIVER DR,COLDWATER,MI,49036,2610140,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Coleman Community Schools,(989)465-1891,http://www.colemanschools.net,4823 N COLEMAN SCHOOLS DR,COLEMAN,MI,48618,2610200,Regular public school district that is not a component of a supervisory union,KG,12,
MI,MICHIGAN,Colfax Township S/D #1F,(989)269-8853,,1509 N VAN DYKE RD,BAD AXE,MI,48413,2610230,Regular public school district that is not a component of a supervisory union,KG,08,
MI,MICHIGAN,Coloma Community Schools,(269)468-2424,http://ccs.coloma.org,302 W SAINT JOSEPH ST,COLOMA,MI,49038,2610380,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Colon Community School District,(269)432-3231,http://www.colonschools.org,400 DALLAS ST,COLON,MI,49040,2610410,Regular public school district that is not a component of a supervisory union,KG,12,
MI,MICHIGAN,Fairview Area School District,(989)848-7004,http://www.fask12.org,1879 E MILLER RD,FAIRVIEW,MI,48621,2610560,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Comstock Public Schools,(269)250-8900,http://www.comstockps.org/,6138 KING HWY,KALAMAZOO,MI,49048,2610590,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Comstock Park Public Schools,(616)254-5002,http://www.cppschools.com,101 SCHOOL ST NE,COMSTOCK PARK,MI,49321,2610620,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Concord Community Schools,(517)524-8850,http://www.concordschools.net,405 S MAIN ST,CONCORD,MI,49237,2610650,Regular public school district that is not a component of a supervisory union,KG,12,
MI,MICHIGAN,Constantine Public School District,(269)435-8900,http://www.homeofthefalcons.org,1 FALCON DR,CONSTANTINE,MI,49042,2610750,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Coopersville Area Public School District,(616)997-3200,http://www.coopersvillebroncos.org,198 EAST ST,COOPERSVILLE,MI,49404,2610830,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Corunna Public Schools,(989)743-6338,http://www.corunna.k12.mi.us,124 N SHIAWASSEE ST,CORUNNA,MI,48817,2610860,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Covert Public Schools,(269)764-3704,http://www.covertpublicschools.org,35323 M 140 HWY,COVERT,MI,49043,2610980,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Crawford AuSable Schools,(989)344-3500,http://www.casdk12.net,1135 N OLD 27,GRAYLING,MI,49738,2611030,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Croswell-Lexington Community Schools,(810)679-1000,http://www.croslex.org,5407 PECK RD,CROSWELL,MI,48422,2611140,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Forest Park School District,(906)214-4695,http://www.fptrojans.org,801 FOREST PKWY,CRYSTAL FALLS,MI,49920,2611190,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Dansville Schools,(517)623-6120,http://dansville.org,1264 ADAMS ST,DANSVILLE,MI,48819,2611400,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Davison Community Schools,(810)591-0801,http://www.davisonschools.org,1490 N OAK RD,DAVISON,MI,48423,2611430,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,DeWitt Public Schools,(517)668-3001,http://www.dewittschools.net,2957 W HERBISON RD,DEWITT,MI,48820,2611550,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Dearborn City School District,(313)827-3022,http://www.dearbornschools.org,18700 AUDETTE ST,DEARBORN,MI,48124,2611600,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Dearborn Heights School District #7,(313)203-3180,http://www.district7.net,20629 ANNAPOLIS ST,DEARBORN HEIGHTS,MI,48125,2611610,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Westwood Community School District,(313)565-1900,http://www.westwoodschools.net,3335 S BEECH DALY ST,DEARBORN HEIGHTS,MI,48125,2611640,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Decatur Public Schools,(269)423-6800,http://www.raiderpride.org,110 CEDAR ST,DECATUR,MI,49045,2611670,Regular public school district that is not a component of a supervisory union,KG,12,
MI,MICHIGAN,Deckerville Community School District,(810)376-3615,http://www.deckerville.k12.mi.us,2633 BLACK RIVER ST,DECKERVILLE,MI,48427,2611700,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Delton Kellogg Schools,(269)623-1505,http://www.dkschools.org,327 N GROVE ST,DELTON,MI,49046,2611910,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,DeTour Area Schools,(906)297-2011,http://detour.eupschools.org/,202 DIVISION ST,DE TOUR VILLAGE,MI,49725,2611970,Regular public school district that is not a component of a supervisory union,KG,12,
MI,MICHIGAN,Dexter Community School District,(734)424-4100,http://www.dexterschools.org,2704 BAKER RD,DEXTER,MI,48130,2612030,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Dowagiac Union School District,(269)782-4402,http://www.dowagiacschools.org,243 S FRONT ST,DOWAGIAC,MI,49047,2612150,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Dryden Community Schools,(810)448-4092,http://www.drydenschools.org,3866 ROCHESTER RD,DRYDEN,MI,48428,2612240,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Dundee Community Schools,(734)529-2350,http://www.dundeecommunityschools.org/,420 YPSILANTI ST,DUNDEE,MI,48131,2612300,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Durand Area Schools,(989)288-2681,http://www.durand.k12.mi.us,310 N SAGINAW ST,DURAND,MI,48429,2612330,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,East China School District,(810)676-1018,http://www.ecsd.us,1585 MEISNER RD,EAST CHINA,MI,48054,2612420,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Eastpointe Community Schools,(586)533-3023,http://www.eastpointeschools.org,24685 KELLY RD,EASTPOINTE,MI,48021,2612450,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,East Grand Rapids Public Schools,(616)235-3535,http://www.egrps.org,2915 HALL ST SE,GRAND RAPIDS,MI,49506,2612480,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,East Jackson Community Schools,(517)764-2090,http://www.eastjacksonschools.org/,1404 N SUTTON RD,JACKSON,MI,49202,2612540,Regular public school district that is not a component of a supervisory union,KG,12,
MI,MICHIGAN,East Jordan Public Schools,(231)536-3131,http://www.ejps.org,304 4TH ST,EAST JORDAN,MI,49727,2612560,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,East Lansing School District,(517)333-7424,http://www.elps.us,509 BURCHAM DR,EAST LANSING,MI,48823,2612600,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Easton Township S/D #6,(616)527-4900,http://www.haynorschool.org/,1779 HAYNOR RD,IONIA,MI,48846,2612660,Regular public school district that is not a component of a supervisory union,KG,06,
MI,MICHIGAN,Eaton Rapids Public Schools,(517)663-8155,http://www.erpsk12.org,912 GREYHOUND DR,EATON RAPIDS,MI,48827,2612690,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Eau Claire Public Schools,(269)461-6947,http://www.eauclaireps.com,6190 W MAIN ST,EAU CLAIRE,MI,49111,2612810,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Ecorse Public Schools,(313)294-4750,http://ecorsek12.org,27225 W OUTER DR,ECORSE,MI,48229,2612930,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Montabella Community Schools,(989)427-5148,http://www.montabella.com,1390 E NORTH COUNTY LINE RD,BLANCHARD,MI,49310,2612960,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Edwardsburg Public Schools,(269)663-1053,http://www.edwardsburgpublicschools.org,27145 US HIGHWAY 12,EDWARDSBURG,MI,49112,2612990,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Elk Rapids Schools,(231)264-8692,http://www.erschools.com,308 MEGUZEE PT,ELK RAPIDS,MI,49629,2613050,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Elkton-Pigeon-Bay Port Laker Schools,(989)453-4600,http://www.lakerschools.org,6136 PIGEON RD,PIGEON,MI,48755,2613090,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Ellsworth Community School,(231)588-2544,,9467 PARK ST,ELLSWORTH,MI,49729,2613110,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Elm River Township School District,(906)288-3751,http://www.elmriver.k12.mi.us,3999 WINONA RD,TOIVOLA,MI,49965,2613140,Regular public school district that is not a component of a supervisory union,KG,08,
MI,MICHIGAN,Escanaba Area Public Schools,(906)786-5411,http://www.eskymos.com,1500 LUDINGTON ST,ESCANABA,MI,49829,2613500,Regular public school district that is not a component of a supervisory union,KG,12,
MI,MICHIGAN,Essexville-Hampton Public Schools,(989)894-9700,http://www.e-hps.net,303 PINE ST,ESSEXVILLE,MI,48732,2613530,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Evart Public Schools,(231)734-5594,http://www.evartps.org,321 N HEMLOCK ST,EVART,MI,49631,2613560,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Excelsior Township S/D #1,(231)922-6200,http://crawfordschool.com/,5521 M 72 E,KALKASKA,MI,49646,2613680,Regular public school district that is not a component of a supervisory union,KG,08,
MI,MICHIGAN,Farmington Public School District,(248)489-3340,http://www.farmington.k12.mi.us,32500 SHIAWASSEE RD,FARMINGTON,MI,48336,2614070,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Farwell Area Schools,(989)588-9917,http://www.farwellschools.net,399 E MICHIGAN ST,FARWELL,MI,48622,2614100,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Fennville Public Schools,(269)722-3350,http://www.fennville.org,5 MEMORIAL DR,FENNVILLE,MI,49408,2614230,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Fenton Area Public Schools,(810)591-4700,http://www.fentonschools.org,3100 OWEN RD,FENTON,MI,48430,2614250,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Ferndale Public Schools,(248)586-8651,http://www.ferndaleschools.org,2610 PINECREST DR,FERNDALE,MI,48220,2614280,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Fitzgerald Public Schools,(586)757-1750,http://www.fitz.k12.mi.us/,23200 RYAN RD,WARREN,MI,48091,2614460,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Flint School District of the City of,(810)760-1249,http://www.flintschools.org,923 E KEARSLEY ST,FLINT,MI,48503,2614520,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Flushing Community Schools,(810)591-1180,http://www.flushingschools.org,522 N MCKINLEY RD,FLUSHING,MI,48433,2614550,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Forest Area Community Schools,(231)369-4191,http://www.forestarea.org,7741 SHIPPY RD SW,FIFE LAKE,MI,49633,2614570,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Forest Hills Public Schools,(616)493-8800,http://www.fhps.net,620 FOREST HILL AVE SE,GRAND RAPIDS,MI,49546,2614610,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Gwinn Area Community Schools,(906)346-9283,http://www.gwinnschools.org,50 WEST STATE HIGHWAY M35,GWINN,MI,49841,2614690,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Fowler Public Schools,(989)593-2250,http://www.fowlerschools.net,700 S MAIN ST,FOWLER,MI,48835,2614700,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Fowlerville Community Schools,(517)223-6001,http://www.fowlervilleschools.org,7677 W SHARPE RD,FOWLERVILLE,MI,48836,2614730,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Frankenmuth School District,(989)652-9958,http://www.fmuthschools.com,525 E GENESEE ST,FRANKENMUTH,MI,48734,2614760,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Frankfort-Elberta Area Schools,(231)352-4641,http://www.frankfort.k12.mi.us,534 11TH ST,FRANKFORT,MI,49635,2614790,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Fraser Public Schools,(586)439-7000,http://www.fraser.k12.mi.us/fps,33466 GARFIELD RD,FRASER,MI,48026,2614820,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Freeland Community School District,(989)695-5527,http://www.freelandschools.net,710 POWLEY DR,FREELAND,MI,48623,2615060,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Fremont Public School District,(231)924-2350,http://www.fremont.net,450 E PINE ST,FREMONT,MI,49412,2615150,Regular public school district that is not a component of a supervisory union,KG,12,
MI,MICHIGAN,Fruitport Community Schools,(231)865-3154,http://www.fruitportschools.net,3255 PONTALUNA RD,FRUITPORT,MI,49415,2615390,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Fulton Schools,(989)236-7300,http://www.fultonpirates.net,8060 ELY HWY,MIDDLETON,MI,48856,2615420,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Galesburg-Augusta Community Schools,(269)484-2000,http://www.g-aschools.org,1076 N 37TH ST,GALESBURG,MI,49053,2615450,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Glenn Public School District,(269)512-7970,http://www.glennpublicschool.org,1394 ADAMS,GLENN,MI,49416,2615510,Regular public school district that is not a component of a supervisory union,KG,06,
MI,MICHIGAN,Garden City Public Schools,(734)762-6311,http://www.gardencityschools.com,1333 RADCLIFF ST,GARDEN CITY,MI,48135,2615540,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Engadine Consolidated Schools,(906)477-6313,http://engadine.eupschools.org/,13920 MELVILLE ST,ENGADINE,MI,49827,2615600,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Gaylord Community Schools,(989)705-3009,http://www.gaylordschools.com,615 S ELM AVE,GAYLORD,MI,49735,2615730,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Genesee School District,(810)591-1650,http://www.geneseeschools.org,7347 N GENESEE RD,GENESEE,MI,48437,2615750,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Roscommon Area Public Schools,(989)275-6600,http://www.rapsk12.net,299 W Sunset,Roscommon,MI,48653,2615830,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Gibraltar School District,(734)379-6350,http://www.gibdist.net,19370 VREELAND RD,WOODHAVEN,MI,48183,2615870,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Gladstone Area Schools,(906)428-2417,http://gladstoneschools.com,400 S 10TH ST,GLADSTONE,MI,49837,2615970,Regular public school district that is not a component of a supervisory union,KG,12,
MI,MICHIGAN,Gladwin Community Schools,(989)426-9255,http://www.gladwinschools.net,401 N BOWERY AVE,GLADWIN,MI,48624,2615990,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Glen Lake Community Schools,(231)334-3061,http://www.glenlakeschools.org,3375 W BURDICKVILLE RD,MAPLE CITY,MI,49664,2616020,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Gobles Public School District,(269)628-9390,http://www.gobles.org,409 N STATE ST,GOBLES,MI,49055,2616050,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Godfrey-Lee Public Schools,(616)241-4722,http://www.godfrey-lee.org,1324 BURTON ST SW,WYOMING,MI,49509,2616080,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Godwin Heights Public Schools,(616)252-2090,http://godwinschools.org,15 36TH ST SW,GRAND RAPIDS,MI,49548,2616110,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Goodrich Area Schools,(810)591-2201,http://www.goodrichschools.org,8029 GALE RD,GOODRICH,MI,48438,2616320,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Grand Blanc Community Schools,(810)591-6000,http://www.gbcs.org,11920 S SAGINAW ST,GRAND BLANC,MI,48439,2616350,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Grand Haven Area Public Schools,(616)850-5015,http://www.ghaps.org,1415 S BEECHTREE ST,GRAND HAVEN,MI,49417,2616380,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Grand Ledge Public Schools,(517)925-5401,http://www.glcomets.net,220 LAMSON ST,GRAND LEDGE,MI,48837,2616410,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Grand Rapids Public Schools,(616)819-2000,http://www.grps.org,1331 MARTIN LUTHER KING JR ST SE,GRAND RAPIDS,MI,49506,2616440,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Grandville Public Schools,(616)254-6570,http://www.gpsbulldogs.org,3839 PRAIRIE ST SW,GRANDVILLE,MI,49418,2616470,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Grant Public School District,(231)834-5621,http://www.grantps.net,148 S ELDER AVE,GRANT,MI,49327,2616500,Regular public school district that is not a component of a supervisory union,KG,12,
MI,MICHIGAN,Grant Township S/D #2,(906)289-4447,http://www.copperharborschool.org,346 GRATIOT,COPPER HARBOR,MI,49918,2616560,Regular public school district that is not a component of a supervisory union,PK,08,
MI,MICHIGAN,Grass Lake Community Schools,(517)867-5540,http://www.grasslakeschools.com,899 S UNION ST,GRASS LAKE,MI,49240,2616830,Regular public school district that is not a component of a supervisory union,KG,12,
MI,MICHIGAN,Greenville Public Schools,(616)754-3686,http://www.gpsjackets.org,1414 CHASE ST,GREENVILLE,MI,48838,2617160,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Grosse Ile Township Schools,(734)362-2581,,23276 E RIVER RD,GROSSE ILE,MI,48138,2617220,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Gull Lake Community Schools,(269)548-3406,http://www.gulllakecs.org,10100 E D AVE,RICHLAND,MI,49083,2617250,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Hagar Township S/D #6,(269)849-1343,http://www.riversidehagar.org,3422 RIVERSIDE RD,BENTON HARBOR,MI,49022,2617340,Regular public school district that is not a component of a supervisory union,PK,08,
MI,MICHIGAN,Hale Area Schools,(989)728-7661,http://www.haleschools.net,200 W MAIN ST,HALE,MI,48739,2617370,Regular public school district that is not a component of a supervisory union,KG,12,
MI,MICHIGAN,Hamilton Community Schools,(269)751-5148,http://www.hamiltonschools.us/,4815 136TH AVE,HAMILTON,MI,49419,2617400,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Hamtramck School District of the City of,(313)591-7412,http://www.hamtramck.k12.mi.us,3201 ROOSEVELT ST,HAMTRAMCK,MI,48212,2617520,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Hancock Public Schools,(906)487-5925,http://hancockpublicschools.org,501 CAMPUS DR,HANCOCK,MI,49930,2617550,Regular public school district that is not a component of a supervisory union,KG,12,
MI,MICHIGAN,Hanover-Horton School District,(517)563-0100,http://www.hanoverhorton.org,10000 MOSCOW RD,HORTON,MI,49246,2617640,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Harbor Springs School District,(231)526-4540,http://www.harborps.org,800 STATE ROAD,HARBOR SPRINGS,MI,49740,2617700,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Harper Creek Community Schools,(269)441-6571,http://harpercreek.net,7454 B DR N,BATTLE CREEK,MI,49014,2617730,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Harper Woods The School District of the City of,(586)209-2400,http://www.hwschools.org,19851 ANITA ST,HARPER WOODS,MI,48225,2617760,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Harrison Community Schools,(989)539-7871,http://www.harrisonschools.com,224 W MAIN ST,HARRISON,MI,48625,2617820,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Hart Public School District,(231)873-6214,http://www.hartschools.net,301 JOHNSON ST W,HART,MI,49420,2617860,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Hartford Public Schools,(269)621-7001,http://www.hpsmi.org,115 SCHOOL ST,HARTFORD,MI,49057,2617880,Regular public school district that is not a component of a supervisory union,KG,12,
MI,MICHIGAN,Hartland Consolidated Schools,(810)626-2100,http://hartlandschools.us,9525 EAST HIGHLAND RD,HARTLAND,MI,48353,2617910,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Haslett Public Schools,(517)339-8242,http://haslett.k12.mi.us,5593 FRANKLIN ST,HASLETT,MI,48840,2617940,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Hastings Area School District,(269)945-6137,http://www.hassk12.org,232 W GRAND ST,HASTINGS,MI,49058,2617970,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Hazel Park School District of the City of,(248)658-5220,http://www.hazelparkschools.org,1620 E ELZA AVE,HAZEL PARK,MI,48030,2618030,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Hemlock Public School District,(989)642-5282,http://www.hemlockps.com,733 N HEMLOCK RD,HEMLOCK,MI,48626,2618180,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Hesperia Community Schools,(231)854-6185,http://www.hesp.net,96 S DIVISION ST,HESPERIA,MI,49421,2618270,Regular public school district that is not a component of a supervisory union,KG,12,
MI,MICHIGAN,Hillman Community Schools,(989)742-2908,http://www.hillmanschools.com,26042 M 32 S,HILLMAN,MI,49746,2618360,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Hillsdale Community Schools,(517)437-4401,http://www.hillsdaleschools.org,30 S NORWOOD AVE,HILLSDALE,MI,49242,2618390,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Holland City School District,(616)494-2005,http://www.hollandpublicschools.org,320 W 24TH ST,HOLLAND,MI,49423,2618420,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Holly Area School District,(248)328-3147,http://www.hask12.org,6161 E HOLLY RD,HOLLY,MI,48442,2618450,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Holt Public Schools,(517)694-5715,http://www.hpsk12.net,5780 HOLT RD,HOLT,MI,48842,2618480,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Holton Public Schools,(231)821-1700,http://www.holtonschools.com,6500 4TH ST,HOLTON,MI,49425,2618510,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Homer Community School District,(517)568-4463,http://www.homerschools.net,403 S HILLSDALE ST,HOMER,MI,49245,2618540,Regular public school district that is not a component of a supervisory union,KG,12,
MI,MICHIGAN,Hopkins Public Schools,(269)793-7261,http://www.hpsvikings.org,400 S CLARK ST,HOPKINS,MI,49328,2618570,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Houghton Lake Community Schools,(989)366-2031,http://www.hlcsk12.net,4433 W HOUGHTON LAKE DR,HOUGHTON LAKE,MI,48629,2618600,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Howell Public Schools,(517)548-6234,http://www.howellschools.com,411 N HIGHLANDER WAY,HOWELL,MI,48843,2618720,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Hudson Area Schools,(517)448-8912,http://www.hudson.k12.mi.us,781 N MAPLE GROVE AVE,HUDSON,MI,49247,2618810,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Hudsonville Public School District,(616)669-1740,http://www.hpseagles.net,3886 VAN BUREN ST,HUDSONVILLE,MI,49426,2618840,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Huron School District,(734)782-2441,http://www.huronschools.org,32044 HURON RIVER DR,NEW BOSTON,MI,48164,2618930,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Huron Valley Schools,(248)684-8234,http://www.hvs.org/,2390 S MILFORD RD,HIGHLAND,MI,48357,2618990,Regular public school district that is not a component of a supervisory union,PK,12,
MI,MICHIGAN,Ida Public School District,(734)269-9003,http://www.idaschools.org,3145 PRAIRIE ST,IDA,MI,48140,2619050,Regular public school district that is not a component of a supervisory union,PK,12,
