RCDTS,DistrictName,Superintendent,Telephone,Website,City,CountyName,GradesServed,Mailing Address,Zip
190220630,Cass SD 63,Mr. Mark Cross,331-481-4000,http://www.cassd63.org,Darien,Dupage,P-8,8502 Bailey Rd,60561 5333
190220660,Center Cass SD 66,Dr. Andrew Wise,630-783-5155,http://www.ccsd66.org,Downers Grove,Dupage,P-8,699 Plainfield Rd,60516 5057
190220680,Woodridge SD 68,Dr. Patrick Broncato,630-795-6800,http://www.woodridge68.org,Woodridge,Dupage,P-8,7925 Janes Ave,60517 3821
190220860,Hinsdale Twp HSD 86,Dr. Michael Lach,630-655-6110,http://d86.hinsdale86.org,Hinsdale,Dupage,9-12,5500 S Grant St,60521 4578
190220870,Glenbard Twp HSD 87,Jessica Santee,630-469-9100,http://www.glenbard87.org,Glen Ellyn,Dupage,9-12,596 Crescent Blvd,60137 4200
190220880,DuPage HSD 88,Dr. Jean Barbanente,630-530-3980,,Addison,Dupage,9-12,2 Friendship Plz,60101 2787
190220890,CCSD 89,Mr. Douglas Eccarius,630-469-8900,,Glen Ellyn,Dupage,P-8,22W600 Butterfield Rd,60137 6901
190220930,CCSD 93,Dr. David H Hill,630-539-3000,http://www.ccsd93.com/pages/CCSD93,Bloomingdale,Dupage,P-8,230 Covington Dr,60108 3106
190220940,CHSD 94,Dr. Kurt Johansen,630-876-6210,http://www.d94.org,West Chicago,Dupage,9-12,326 Joliet St,60185 3142
190220990,CHSD 99,Dr. Henry Thiele,630-795-7100,http://www.csd99.org,Downers Grove,Dupage,9-12,6301 Springside Ave,60516 2488
190221000,Fenton CHSD 100,Dr. Samuel Bentsen,630-860-6281,http://www.fenton100.org,Bensenville,Dupage,9-12,1000 W Green St,60106 2008
190221080,Lake Park CHSD 108,Dr. Michael Wojtowicz,630-529-4500,https://www.lphs.org,Roselle,Dupage,9-12,590 S Medinah Rd,60172 1978
190221800,CCSD 180,Dr. Thomas Schneider,630-734-6600,http://www.ccsd180.org,Burr Ridge,Dupage,P-8,15W451 91st St,60527 6379
190221810,Hinsdale CCSD 181,Dr. Hector Garcia,630-861-4900,http://www.d181.org,Hinsdale,Dupage,P-8,133 E Ogden Ave,60521 3551
190222000,CUSD 200,Dr. Jeffrey Schuler,630-682-2002,http://www.cusd200.org,Wheaton,Dupage,P-12,130 W Park Ave,60189 6460
190222010,CUSD 201,Mr. Jack Baldermann,630-468-8004,http://www.cusd201.org,Westmont,Dupage,P-12,133 S Grant St,60559 1907
190222020,Lisle CUSD 202,Dr. Keith Filipiak,630-493-8000,http://lisle202.org,Lisle,Dupage,P-12,925 Burlington Ave,60532 1889
190222030,Naperville CUSD 203,Mr. Daniel M Bridges,630-420-6311,http://www.naperville203.org,Naperville,Dupage,P-12,203 W Hillside Rd,60540 6500
190222040,Indian Prairie CUSD 204,Dr. Adrian Talley,630-375-3000,http://www.ipsd.org,Aurora,Dupage,P-12,780 Shoreline Dr,60504 6192
190222050,Elmhurst SD 205,Dr. Keisha Campbell,630-834-4530,http://www.elmhurst205.org,Elmhurst,Dupage,P-12,162 S York St,60126 3417
200240010,Edwards County CUSD 1,Mr. David Lee Cowger,618-445-2814,http://www.edwardscountyschools.org,Albion,Edwards,P-12,361 W Main St # 100,62806 1011
200300070,Gallatin CUSD 7,Dr. Judy R Kaegi,618-272-3821,http://www.roe20.k12.il.us,Junction,Gallatin,P-12,5175 Highway 13,62954 2101
200330100,Hamilton Co CUSD 10,Dr. Travis McCollum,618-643-2328,http://www.unit10.com,Mc Leansboro,Hamilton,P-12,PO Box 369,62859 0369
200350010,Hardin County CUSD 1,Mr. Andreas Edmondson,618-287-2411,http://www.hardin.k12.il.us,Elizabethtown,Hardin,P-12,PO Box 218,62931 0218
200760010,Pope Co CUD 1,Mr. Ryan Fritch,618-683-2301,http://www.popek12.org,Golconda,Pope,P-12,125 State Highway 146 W,62938 4203
200830010,Galatia CUSD 1,Mr. Shain Crank,618-297-4570,http:www.galatiak12.org,Galatia,Saline,P-12,200 N Hickory St,62935 1002
200830020,Carrier Mills-Stonefort CUSD 2,Mr. Bryce K Jerrell,618-994-2392,http://www.cmsfcats.org,Carrier Mills,Saline,P-12,7071 US 45 S,62917 1230
200830030,Harrisburg CUSD 3,Dr. Amy Dixon,618-253-7637,http://www.hbg.saline.k12.il.us,Harrisburg,Saline,P-12,411 W Poplar St,62946 1425
200830040,Eldorado CUSD 4,Mr. Cody Cusic,618-273-6394,http://www.eld4.org,Eldorado,Saline,P-12,2200A Illinois Ave,62930 1851
200930170,Allendale CCSD 17,Mr. Robert L Bowser,618-299-3161,https://www.allendaleschool.net/,Allendale,Wabash,P-8,PO Box 130,62410 0130
200933480,Wabash CUSD 348,Dr. Chuck Bleyer,618-262-4181,http://www.wabash348.com,Mount Carmel,Wabash,P-12,218 W 13th St,62863 1243
200960060,New Hope CCSD 6,Mrs. Britany D Pope,618-842-3296,http://www.newhopepanthers.com,Fairfield,Wayne,P-8,1804 County Road 445 N,62837 2973
200960140,Geff CCSD 14,Dr. Michelle Hassan,618-516-8004,,Geff,Wayne,K-8,201 E Lafayette St,62842 1001
200960170,Jasper CCSD 17,Mr. Matt R Shreve,618-842-3048,http://www.jasperpolecats.com,Fairfield,Wayne,K-8,2030 County Road 1020 N,62837 2869
200961000,Wayne City CUSD 100,Nicole Henson,618-895-3103,http://www.waynecity100.org,Wayne City,Wayne,P-12,408 E Mill St,62895 0457
200961120,Fairfield PSD 112,Mrs. Kristina Gardner,618-842-6501,http://www.fairfieldcolts.com,Fairfield,Wayne,P-8,806 N 1st St,62837 2458
200962000,North Wayne CUSD 200,Mr. Adam Ellis,618-673-2151,http://www.roe20.12.il.us,Cisne,Wayne,P-12,PO Box 235,62823 0235
200962250,Fairfield Comm H S Dist 225,Mr. Robert Wells,618-842-2649,http://www.fchsmules.com,Fairfield,Wayne,9-12,300 W King St,62837 1710
200970010,Grayville CUSD 1,Mr. Eric McCollum,618-375-7114,http://www.gcusd.com,Grayville,White,P-12,728 W North St,62844 1338
200970030,Norris City-Omaha-Enfield CUSD 3,Mr. Matt Vollman,618-378-3222,http://www.ncoehs.white.k12.il.us,Norris City,White,P-12,PO Box 399,62869 0399
200970050,Carmi-White County CUSD 5,Mr. Jarrod Newell,618-382-2341,http://www.carmischools.org,Carmi,White,P-12,211 W Robinson St,62821 1640
210280470,Benton CCSD 47,Dr. Stephen C Smith,618-439-3136,http://www.benton47.org,Benton,Franklin,P-8,1000 Forrest St,62812 3337
210280910,Akin CCSD 91,Dr. Tammy McCollum,618-627-2180,http://www.akin91.com,Akin,Franklin,K-8,21962 Akin Blacktop,62890 1304
210280990,Christopher USD 99,Mrs. Kashia B Cook,618-724-9461,,Christopher,Franklin,P-12,1 Bearcat Dr,62822 1099
210281030,Benton Cons HSD 103,Mr. Benjamin Johnson,618-439-6415,http://www.bentonhighschool.org,Benton,Franklin,9-12,511 E Main St,62812 2522
210281150,Ewing Northern CCSD 115,Mrs. Kristin Ing,618-629-2181,http://ewinggradeschool.org,Ewing,Franklin,P-8,51 N Main St,62836 1437
210281680,Frankfort CUSD 168,Mr. Robert Matthew Donkin,618-937-2421,http://www.wfschools.org,West Frankfort,Franklin,P-12,900 N Cherry St,62896 1670
210281740,Thompsonville CUSD 174,Lindsay Robinson,618-627-2446,http://www.tvilleschools.org,Thompsonville,Franklin,K-12,21191 Shawneetown Rd,62890 1035
210281880,Zeigler-Royalton CUSD 188,Mr. Quent Hamilton,618-596-5841,http://www.zr188.org,Zeigler,Franklin,P-12,PO Box 38,62999 0038
210281960,Sesser-Valier CUSD 196,Dr. Jason D Henry,618-625-5105,http://www.sv196.org,Sesser,Franklin,P-12,4626 State Highway 154,62884 2277
210440010,Goreville CUD 1,Mr. Jonathan  Green,618-995-9831,http://www.gorevilleschools.com,Goreville,Johnson,P-12,201 S Ferne Clyffe Rd,62939 2698
210440320,New Simpson Hill SD 32,Ms. Rebecca Yandell,618-658-8536,http://www.newsimpsonhill.com,Tunnel Hill,Johnson,P-8,95 Tunnel Hill Rd,62972 3200
210440430,Buncombe Cons SD 43,Mr. Jamie Kerley,618-658-8830,,Buncombe,Johnson,K-8,PO Box 40,62912 0040
210440550,Vienna SD 55,Dr. Greg Frehner,618-658-8638,http://www.viennagradeschool.com,Vienna,Johnson,P-8,PO Box 427,62995 0427
210440640,Cypress SD 64,Mrs. Kimberly Shoemaker,618-657-2525,http://cypressgradeschool.org,Cypress,Johnson,P-8,4580 Mount Pisgah Rd,62923 2139
210441330,Vienna HSD 133,Dr. Joshua W Stafford,618-658-4461,http://www.viennahighschool.com/,Vienna,Johnson,9-12,601 N 1st St,62995 1603
210610010,Massac UD 1,Mr. Jason Troy Hayes,618-524-9376,http://massac.org,Metropolis,Massac,P-12,2939 Old Marion Rd,62960
210610380,Joppa-Maple Grove UD 38,Greg Goins,618-543-7589,http://www.joppa38.com,Joppa,Massac,P-12,PO Box 10,62953 0010
211000010,Johnston City CUSD 1,Mr. Josh Pietrantoni,618-983-8021,http://www.jcindians.org,Johnston City,Williamson,P-12,PO Box 147,62951 0147
211000020,Marion CUSD 2,Mrs. Rebecca Moss,618-993-2321,http://www.marionunit2.org,Marion,Williamson,P-12,1700 W Cherry St,62959 1212
211000030,Crab Orchard CUSD 3,Mr. Sy Stone,618-982-2181,http://www.cocusd3.org,Marion,Williamson,P-12,19189 Bailey St,62959 7355
211000040,Herrin CUSD 4,Mr. Nathaniel Wilson,618-988-8024,http://www.herrinschools.org,Herrin,Williamson,P-12,500 N 10th St,62948 3335
211000050,Carterville CUSD 5,Mrs. Sarah Barnstable,618-985-4826,http://www.cartervillelions.com,Carterville,Williamson,P-12,200 W Plaza Dr,62918 1998
240320010,Coal City CUSD 1,Mr. Christopher Spencer,815-634-2287,http://www.coalcity.k12.il.us,Coal City,Grundy,P-12,550 S Carbon Hill Rd,60416 1663
24032002C,Mazon-Verona-Kinsman ESD 2C,Dr. Anthony V. DiNello,815-448-2200,,Mazon,Grundy,P-8,1013 North St,60444 6236
24032024C,Nettle Creek CCSD 24C,Mr. Merle Siefken,815-942-0511,http://www.nettlecreek.org,Morris,Grundy,K-8,8820 Scott School Rd,60450 8425
240320540,Morris SD 54,Dr. Marie K Stover,815-942-0056,http://dist54.mornet.org,Morris,Grundy,P-8,54 White Oak Dr,60450 3614
24032060C,Saratoga CCSD 60C,Mrs. Ashley Ringler,815-942-2128,http://www.sd60c.org,Morris,Grundy,P-8,4040 N Division St,60450 9357
24032072C,Gardner CCSD 72C,Mrs. Melanie Elias,815-237-2313,http://www.ggs72.org,Gardner,Grundy,P-8,598 N Elm St,60424 7050
240320730,Gardner S Wilmington Twp HSD 73,Mrs. Susan Avery,815-237-2176,http://www.gswhs73.org,Gardner,Grundy,9-12,500 E Main St,60424 6316
240320740,South Wilmington CCSD 74,Dr. Shannon Lynn Hamm,815-237-2281,http://roe.grundy.k12.il.us,South Wilmington,Grundy,K-8,PO Box 459,60474 0459
240320750,Braceville SD 75,Mrs. Susan Avery,815-237-8040,http://bes75.us,Braceville,Grundy,K-8,209 N Mitchell St,60407 9068
240321010,Morris CHSD 101,Dr. Craig  Ortiz,815-941-5326,http://morrishs.org,Morris,Grundy,9-12,1000 Union St,60450 1234
240321110,Minooka CHSD 111,Dr. Robert Schiffbauer,815-521-4311,http://www.mchs.net,Minooka,Grundy,9-12,201 S Wabena Ave,60447 8715
240322010,Minooka CCSD 201,Mrs. Rachel Kinder,815-467-3127,http://www.min201.org,Minooka,Grundy,P-8,PO Box 467,60447 0467
240470180,Newark CHSD 18,Mr. Tim Ulrich,815-695-5164,http://www.newarkhs.k12.il.us,Newark,Kendall,9-12,413 Chicago Rd,60541 8900
240470660,Newark CCSD 66,Mrs. Demetra Turman,815-695-5143,http://www.ngsd66.org,Newark,Kendall,P-8,503 Chicago Rd,60541 9501
240470880,Plano CUSD 88,Dr. Tracy Thurwanger,630-552-8978,http://www.plano88.org,Plano,Kendall,P-12,800 S Hale St,60545 2000
240470900,Lisbon CCSD 90,Mr. Christopher D Mehochko,815-736-6324,http://www.lisbon.k12.il.us,Newark,Kendall,K-8,127 S Canal St,60541 9776
240471150,Yorkville CUSD 115,Dr. Matthew Zediker,630-553-4382,http://www.y115.org,Yorkville,Kendall,P-12,800 Game Farm Rd,60560 1133
240473080,CUSD 308,Dr. Andalib Khelghati,630-636-3080,http://www.sd308.org,Oswego,Kendall,P-12,4175 State Route 71,60543 8340
260290010,Astoria CUSD 1,Dr. Tori Lindeman,309-329-2156,http://www.acusd1.org,Astoria,Fulton,P-12,402 N Jefferson St,61501 8670
260290020,V I T CUSD 2,Mr. Matthew Ryan Klaska,309-758-5138,http://www.vit2.org,Table Grove,Fulton,P-12,1502 E US Highway 136,61482 9612
260290030,CUSD 3 Fulton County,Dr. Jonathan David Hill,309-785-5021,,Cuba,Fulton,P-12,652 E Main St,61427 5211
260290040,Spoon River Valley CUSD 4,Mr. Christopher D Janssen,309-778-2204,http://www.spoonrivervalley.us,London Mills,Fulton,P-12,35265 N IL Route 97,61544 9312
260290660,Canton Union SD 66,Mr. Tad A DeRenzy,309-647-9411,http://www.cantonusd.org,Canton,Fulton,P-12,20 W Walnut St,61520 2526
260290970,Lewistown CUSD 97,Mr. Jeff Braun,309-547-5826,,Lewistown,Fulton,P-12,15501 E Avenue L,61542 9454
260343070,Illini West H S Dist 307,Mr. Jay Harnack,217-357-9607,http://www.illiniwest.org,Carthage,Hancock,9-12,PO Box 298,62321 0298
260343160,Warsaw CUSD 316,Katrina Nixon,217-256-4281,http://warsawschool.com,Warsaw,Hancock,"P-6,9-12",340 S 11th St,62379 1431
260343170,Carthage ESD 317,Dustin Day,217-357-3922,http://www.cesd317.org,Carthage,Hancock,P-8,210 S Adams St,62321 1420
260343250,Nauvoo-Colusa CUSD 325,Mr. Mark Scott,866-453-2600,http://www.nauvoo-colusa.com,Nauvoo,Hancock,P-8,2461 N State Highway 96,62354 2200
260343270,Dallas ESD 327,Alissa Tucker,217-852-3201,http://www.dcbulldogs.com,Dallas City,Hancock,P-8,921 Creamery Hill Rd,62330 1216
260343280,Hamilton CCSD 328,Mr. Jason Church,866-332-3880,http://www.hhs328.com,Hamilton,Hancock,P-12,1830 Broadway St,62341 1705
260343370,Southeastern CUSD 337,Mrs. Tecia Lantz,217-392-2172,http://www.southeastern337.com,Augusta,Hancock,P-12,PO Box 215,62311 0215
260343470,La Harpe CSD 347,Dr. Janet Lynn Gladu,217-659-7739,http://www.laharpeeagles.org/,La Harpe,Hancock,P-8,404 W Main St,61450 9280
260621030,West Prairie CUSD 103,Mrs. Paula Markey,309-776-3180,http://www.wp103.org,Colchester,McDonough,P-12,204 S Hun St,62326 1129
260621700,Bushnell Prairie City CUSD 170,Mr. Bob Gound,309-772-9461,http://bpcschools.org,Bushnell,McDonough,P-12,845 Walnut St,61422 1253
260621850,Macomb CUSD 185,Dr. Patrick M Twomey,309-833-4161,http://www.macomb185.org,Macomb,McDonough,P-12,323 W Washington St,61455 2118
260850050,Schuyler-Industry CUSD 5,Dr. Beau Fretueg,217-322-4311,http://www.sid5.com,Rushville,Schuyler,P-12,740 Maple Ave,62681 1048
280060170,Ohio CCSD 17,Mrs. Jennifer Donnelly,815-376-4414,http://ohiocommunityschooldistricts.com/,Ohio,Bureau,K-8,PO Box 478,61349 0478
280060840,Malden CCSD 84,Mr. Michael John Patterson,815-643-2436,http://maldengradeschool.org/administration/index.htm,Malden,Bureau,P-8,PO Box 216,61337 0216
280060940,Ladd CCSD 94,Ms. Dana K Carver,815-894-2363,http://www.laddccsd94.com,Ladd,Bureau,K-8,232 E Cleveland St,61329 9741
280060980,Dalzell SD 98,Mr. Richard J Craven,815-663-8821,,Dalzell,Bureau,K-8,307 Chestnut St,61320 9717
280060990,Spring Valley CCSD 99,Mrs. Julie DeFore,815-664-4242,http://www.sv99.org,Spring Valley,Bureau,P-8,999 N Strong Ave,61362 1238
280061030,DePue USD 103,Dr. Brandi AndersonMaier,815-447-2121,http://www.depueschools.org,DePue,Bureau,P-12,PO Box 800,61322 0800
280061150,Princeton ESD 115,Mr. JD Orwig,815-875-3162,http://www.princeton115schools.org,Princeton,Bureau,P-8,506 E Dover Rd,61356 9552
280063030,La Moille CUSD 303,Mr. Tom Jeppson,815-490-7086,https://home.lamoilleschools.org,La Moille,Bureau,K-12,801 S Main St,61330 9499
280063400,Bureau Valley CUSD 340,Mr. Jason Stabler,815-445-3101,http://www.bv340.com,Manlius,Bureau,P-12,PO Box 289,61338 0289
280065000,Princeton HSD 500,Mr. Kirk Haring,815-875-3308,http://www.phs-il.org,Princeton,Bureau,9-12,103 S Euclid Ave,61356 1843
280065020,Hall HSD 502,Mr. Jesse Brandt,815-664-2100,https://www.hallhighschool502.com/,Spring Valley,Bureau,9-12,800 W Erie St,61362 1761
280065050,Ohio CHSD 505,Mrs. Jennifer Donnelly,815-376-2934,http://ohiocommunityschooldistricts.com/,Ohio,Bureau,9-12,PO Box 478,61349 0478
280371900,Colona SD 190,Dr. Mike Ruff,309-792-1232,http://www.csd190.org,Colona,Henry,P-8,700 1st St,61241 9028
280372230,Orion CUSD 223,Mr. Joe A Blessman,309-526-3388,http://www.orionschools.us,Orion,Henry,P-12,PO Box 189,61273 0189
280372240,Galva CUSD 224,Mr. Jerry Becker,309-932-2108,http://galva224.org,Galva,Henry,P-12,224 Morgan Rd,61434 1090
280372250,AlWood CUSD 225,Mr. Matthew Nordstrom,309-334-2719,http://www.alwood.net,Woodhull,Henry,P-12,301 E 5th Ave,61490 9684
280372260,Annawan CUSD 226,James R Bryan,309-935-6781,http://annawan226.org,Annawan,Henry,P-12,501 W South St,61234 9715
280372270,Cambridge CUSD 227,Mrs. Jenna Bibb,309-937-2144,http://www.district227.org/,Cambridge,Henry,P-12,300 S West St,61238 1430
280372280,Geneseo CUSD 228,Dr. Laura Delgado,309-945-0450,http://www.geneseoschools.org,Geneseo,Henry,P-12,648 N Chicago St,61254 1118
280372290,Kewanee CUSD 229,Mrs. Rebecca Baney,309-853-3341,http://kcud229.org,Kewanee,Henry,P-12,1001 N Main St,61443 1361
280372300,Wethersfield CUSD 230,Dr. Andy Brooks,309-853-4860,http://www.geese230.com,Kewanee,Henry,P-12,439 Willard St,61443 3717
280880010,Bradford CUSD 1,Mr. Chad Allen Gripp,309-897-2801,http://www.bradfordschool.net,Bradford,Stark,P-8,115 High St,61421 5087
280881000,Stark County CUSD 100,Mr. Brett Elliott,309-695-6123,http://www.stark100.com,Wyoming,Stark,P-12,300 W Van Buren St,61491 1172
300020010,Cairo USD 1,Mrs. Pamela Rizkallah,618-734-4102,http://www.cairoschooldistrict1.com,Cairo,Alexander,P-12,4201 Sycamore St,62914 1047
300020050,Egyptian CUSD 5,Mr. Brad Misner,618-776-5306,http://egyptianschool.com,Tamms,Alexander,P-12,20023 Diswood Rd,62988 3234
300390860,DeSoto Cons SD 86,Mr. Doug Corzine,618-867-2317,http://www.desoto86.org,De Soto,Jackson,P-8,311 Hurst Rd,62924 1228
300390950,Carbondale ESD 95,Ms. Janice Pavelonis,618-457-3591,http://www.ces95.org,Carbondale,Jackson,P-8,1150 E Grand Ave Ste 2,62901 3422
300391300,Giant City CCSD 130,Dr. Kristopher Mason,618-457-5391,http://www.gcs130.org,Carbondale,Jackson,P-8,1062 Boskydell Rd,62902 7743
300391400,Unity Point CCSD 140,Dr. Yaa Appiah-McNulty,618-529-4151,http://www.up140.org,Carbondale,Jackson,P-8,4033 S Illinois Ave,62903 8375
300391650,Carbondale CHSD 165,Dr. Daniel Booth,618-457-4722,http://www.cchs165.jacksn.k12.il.us,Carbondale,Jackson,9-12,330 S Giant City Rd,62902 5042
300391760,Trico CUSD 176,Mr. Larry Lovel,618-426-1111,http://www.edline.net/pages/trico_cusd_176,Campbell Hill,Jackson,P-12,PO Box 220,62916 0220
300391860,Murphysboro CUSD 186,Dr. Andrea Evers,618-684-3781,http://www.cusd186.org,Murphysboro,Jackson,P-12,593 Ava Rd,62966 4267
300391960,Elverado CUSD 196,Mr. Kevin Spain,618-568-1321,http://elv196.org,Elkville,Jackson,P-12,PO Box 130,62932 0130
300730050,Tamaroa School Dist 5,Ms. Erica Hicks,618-496-5513,http://tgs5.com,Tamaroa,Perry,P-8,PO Box 175,62888 0175
300730500,Pinckneyville SD 50,Mr. Brian Pasero,618-357-5161,http://www.jrpanther.com,Pinckneyville,Perry,P-8,301 W Mulberry St,62274 1370
300731010,Pinckneyville CHSD 101,Mr. Andrew Dagner,618-357-5013,http://www.pchspanthers.com,Pinckneyville,Perry,"P,9-12",600 E Water St,62274 1472
300732040,CCSD 204,Mr. Jerry Travelstead,618-357-2419,http://www.ccsd204.org,Pinckneyville,Perry,P-8,6067 State Route 154,62274 3414
300733000,Du Quoin CUSD 300,Mrs. Diana Rea,618-542-3856,http://www.duquoinschools.org,Du Quoin,Perry,P-12,845 E Jackson St,62832 3871
300771000,Century CUSD 100,Dr. Landon Sommer,618-845-3518,http://www.centuryschool100.com,Ullin,Pulaski,P-12,4721 Shawnee College Rd,62992 2201
300771010,Meridian CUSD 101,Dr. Lisa Thomas,618-342-6778,http://www.meridian101.com/,Mounds,Pulaski,P-12,1401 Mounds Rd,62964 2325
300910160,Lick Creek CCSD 16,Mrs. Jordan Suits,618-833-2545,https://lickcreekccsd.schoolinsites.com/,Buncombe,Union,P-8,7355 Lick Creek Rd,62912 3016
300910170,Cobden SUD 17,Mr. Edwin Lee Shoemate,618-893-2313,http://www.cobdenappleknockers.com,Cobden,Union,P-12,413 N Appleknocker St,62920 2121
300910370,Anna CCSD 37,Mr. Brent Boren,618-833-6812,http://www.anna37.com,Anna,Union,P-8,301 S Green St,62906 1126
300910430,County of Union Sch Dist No43,Mr. Kevin Westall,618-833-6651,http://www.jonesboro43.com,Jonesboro,Union,P-8,309 Cook Ave,62952 1118
300910660,Dongola USD 66,Dr. Paige Maginel,618-827-3841,http://www.dongolaschool.com,Dongola,Union,P-12,PO Box 190,62926 0190
300910810,Anna Jonesboro CHSD 81,Mr. Brett Detering,618-833-8421,http://aj81.net,Anna,Union,9-12,608 S Main St,62906 1247
300910840,Shawnee CUSD 84,Ms. Shelly Clover-Hill,618-833-5709,http://www.shawneedistrict84.com,Wolf Lake,Union,P-12,3365 State Hwy 3 N,62998 1157
310450460,SD U-46,Dr. Suzanne Johnson,847-888-5000,https://www.u-46.org,Elgin,Kane,P-12,355 E Chicago St,60120 6543
310451010,Batavia USD 101,Mr. Tom Kim,630-937-8834,http://www.bps101.net,Batavia,Kane,P-12,335 W Wilson St,60510 1948
310451290,Aurora West USD 129,Dr. Michael Smith,630-301-5000,http://www.sd129.org,Aurora,Kane,P-12,1877 W. Downer Pl,60506 7302
310451310,Aurora East USD 131,Dr. Robert Halverson,630-299-5554,http://www.d131.org,Aurora,Kane,P-12,310 Seminary Ave,60505 4768
310453000,CUSD 300,Dr. Martina Smith,847-551-8300,http://www.d300.org,Algonquin,Kane,P-12,2550 Harnish Dr,60102 6870
310453010,Central CUSD 301,Dr. Kyle Schumacher,847-464-6005,http://www.central301.net,Burlington,Kane,P-12,PO Box 396,60109 0396
310453020,Kaneland CUSD 302,Dr. Kurt Rohlwing,630-365-5111,http://www.kaneland.org,Maple Park,Kane,P-12,47W326 Keslinger Rd,60151 9720
310453030,St Charles CUSD 303,Dr. Paul Gordon,331-228-2000,http://www.d303.org,Saint Charles,Kane,P-12,201 S 7Th St,60174 2664
310453040,Geneva CUSD 304,Dr. Andrew J Barrett,630-463-3000,,Geneva,Kane,P-12,227 N 4th St,60134 1307
320380030,Donovan CUSD 3,Dr. Kristin Elliott,815-486-7398,http://www.donovanschools.org,Donovan,Iroquois,P-12,PO Box 186,60931 0186
320380040,Central CUSD 4,Dr. Christopher D Gibson,815-698-2212,http://www.cusd4.org,Ashkum,Iroquois,P-12,PO Box 158,60911 0158
320380060,Cissna Park CUSD 6,Mr. Timothy Simpson,815-457-2171,http://www.cpschool.org,Cissna Park,Iroquois,K-12,511 N 2nd St,60924 9734
320380090,Iroquois County CUSD 9,Dr. David Andriano,815-432-4931,http://www.watsekaschools.org/,Watseka,Iroquois,P-12,1411 W Lafayette St,60970 7655
320380100,Iroquois West CUSD 10,Mr. Trent Eshleman,815-265-4642,http://www.iwest.k12.il.us,Gilman,Iroquois,P-12,529 E 2Nd St,60938 1414
320381240,Milford Area Public Schools District 124,Mr. John Klaber,815-889-5176,https://maps124.org/,Milford,Iroquois,P-12,208 S Chicago St,60953 1234
320382490,Crescent Iroquois CUSD 249,Mr. Lucas Schroeder,815-683-2141,http://www.ccgshawks.net/,Crescent City,Iroquois,K-5,PO Box 190,60928 0190
320460010,Momence CUSD 1,Mr. Shannon M Anderson,815-472-3501,https://www.mcusd1.net/,Momence,Kankakee,P-12,400 N Pine St,60954 1158
320460020,Herscher CUSD 2,Dr. Richard S Decman,815-426-2162,http://www.hcusd2.org,Herscher,Kankakee,P-12,PO Box 504,60941 0504
320460050,Manteno CUSD 5,Mrs. Lisa Harrod,815-928-7000,http://www.manteno5.org,Manteno,Kankakee,P-12,84 N Oak St,60950 1522
320460060,Grant Park CUSD 6,Dr. John Palan,815-465-6013,http://www.grantparkdragons.org,Grant Park,Kankakee,P-12,PO Box 549,60940 0549
320460240,St. Anne Unit District 24,Mr. Charles Stegall,815-427-8190,,Saint Anne,Kankakee,P-12,100 W Dixie Hwy,60964
320460530,Bourbonnais SD 53,Dr. Adam Ehrman,815-929-5100,http://www.besd53.org,Bourbonnais,Kankakee,P-8,281 W John Casey Rd,60914 1392
320460610,Bradley SD 61,Mr. Chris Hammond,815-933-3371,http://www.bradleyschools.com,Bradley,Kankakee,P-8,111 N Crosswell Ave,60915 2091
320461110,Kankakee SD 111,Dr. Teresa A Lance,815-802-7700,http://www.kankakeeschooldistrict.org,Kankakee,Kankakee,P-12,240 Warren Ave,60901 4319
320462580,St George CCSD 258,Dr. Jay P Smith,815-802-3102,http://www.sg258.org,Bourbonnais,Kankakee,P-8,5200 E Center St,60914 4464
320462590,Pembroke CCSD 259,Dr. Genevra Walters,815-944-5448,http://psd259.org,Hopkins Park,Kankakee,P-8,PO Box 546,60944 0546
320463070,Bradley Bourbonnais CHSD 307,Dr. Matt Vosberg,815-937-3701,http://www.bbchs.org,Bradley,Kankakee,9-12,700 W North St,60915 1013
330362350,West Central CUSD 235,Stacey Day,309-627-2371,http://www.wc235.k12.il.us,Biggsville,Henderson,P-12,1514 US Route 34,61418 5012
330482020,Knoxville CUSD 202,Mr. Jeff Whitsitt,309-289-2328,https://bluebullets.org,Knoxville,Knox,P-12,809 E Main St,61448 1536
330482050,Galesburg CUSD 205,Dr. John Asplund,309-973-2000,http://www.galesburg205.org,Galesburg,Knox,P-12,940 W Fremont St,61401 2558
330482080,R O W V A CUSD 208,Dr. James Dunlap,309-483-3711,http://www.rowva.k12.il.us,Oneida,Knox,P-12,PO Box 69,61467 0069
330482100,Williamsfield CUSD 210,Mr. David Mills,309-639-2219,http://billtown.org,Williamsfield,Knox,P-12,325 W Kentucky Ave,61489 5479
330482760,Abingdon-Avon CUSD 276,Mr. William Walters,309-462-2301,,Abingdon,Knox,P-12,507 N Monroe St Ste 3,61410 1285
330664040,Mercer County School District 404,Mr. Alan Boucher,309-582-2238,http://www.mercerschools.org,Joy,Mercer,P-12,203 N Washington St,61260 7788
330942380,Monmouth-Roseville CUSD 238,Mr. Edward D Fletcher,309-734-4712,http://www.mr238.org,Monmouth,Warren,P-12,105 N E St,61462 3044
330943040,United CUSD 304,Thomas Hawkins,309-734-9413,http://www.u304.org,Monmouth,Warren,P-12,1905 100th St,61462 9221
340490010,Winthrop Harbor SD 1,Mr. Jeffrey McCartney,847-731-3085,http://www.whsd1.org,Winthrop Harbor,Lake,P-8,500 North Ave,60096 1186
